titulo,descripcion,categoria
Jugamos a 'Metal Gear Solid Delta: Snake Eater': un 'remake' a la altura de la leyenda de Big Boss,El clásico de PlayStation 2 vuelve con gráficos renovados y una jugabilidad casi calcada a la obra original,Tecnologia
Los diez videojuegos a los que debes jugar este otoño,"La industria se adentra en su momento dorado del año invitando al 'gamer' a luchar en el Japón feudal, sobrevivir en la URSS o explorar el fantástico Telalejana",Tecnologia
"Hideo Kojima y Jordan Peele presentan el videojuego 'OD', la nueva apuesta de terror contemporáneo","El creador, conocido por la saga 'Metal Gear' y 'Death Stranding', se adentra en el horror psicológico junto al cineasta estadounidense, combinando hiperrealismo gráfico, narrativa enigmática y con Sophia Lillis y Hunter Schafer como actrices protagonistas",Tecnologia
La red social X sufre una caída a nivel mundial,"Los usuarios tienen serios problemas para acceder a la red, repostear o compartir cualquier mensaje, especialmente desde la aplicación móvil",Tecnologia
Los galardonados en los Premios Vocento-CIONET 2025,FOTOGALERÍA,Tecnologia
Apple apuesta por Gemini para impulsar Apple Intelligence y su asistente Siri,Apple y Google han anunciado un acuerdo plurianual por el que el fabricante de iPhone basará sus...,Tecnologia
Elon Musk anuncia que el nuevo algoritmo de X será de código abierto a partir de esta semana,La medida llega tras una serie de polémicas que han involucrado a la plataforma relacionadas con la generación de imágenes explícitas con inteligencia artificial,Tecnologia
Apple y Google se asocian en un acuerdo histórico: Siri empleará la IA de Gemini en la próxima generación,Los gigantes tecnológicos no han proporcionado ningún detalle económico sobre la operación,Tecnologia
"Llega una nueva función gratuita a Spotify: qué es, cómo funciona y para qué usuarios está disponible",Esta nueva utilidad permite llevar la experiencia del usuario a un nivel enfocado a descubrir y compartir más música,Tecnologia
México recupera las cabinas de teléfono en las zonas rurales frente a la brecha digital y generacional,La eléctrica CFE ha instalado cerca de 850 desde que se anunció el proyecto hace casi dos años,Tecnologia
Razer presenta la Riskur v2 Newgen: una silla 'gaming' que disipa el calor,La empresa también ha anunciado un nuevo mando y una herramienta basada en IA que da apoyo al jugador durante sus partidas,Tecnologia
Grok desactiva la generación de imágenes con su IA tras la polémica de las fotografías sexualizadas,Algunos usuarios utilizaban el 'chatbot' para crear imágenes de mujeres y niños desnudos a veces colocándolos en posiciones sexualizadas,Tecnologia
"Muere David Rosen, uno de los cofundadores de SEGA, a los 95 años",Murió rodeado de sus seres queridos en su residencia de Hollywood Hills,Tecnologia
"OpenAI presenta ChatGPT Salud, su herramienta para responder preguntas médicas","OpenAI ha presentado su nueva experiencia de salud y bienestar ChatGPT Salud, diseñada...",Tecnologia
"ChatGPT Salud, la herramienta para preguntas médicas, analizar resultados y ofrecer consejos",Los usuarios podrán compartir su historia clínica con el 'chatbot',Tecnologia
Fallos en la IA de Elon Musk permiten sexualizar imágenes de menores y distribuirlas en X,"El fallo de Grok empezó en los últimos días del año, y los responsables aseguran que están solucionándolo",Tecnologia
El auge de la IA amenaza el futuro de Wikipedia,El tráfico de la enciclopedia digital ha bajado un 8% en un año. La plataforma solicita a empresas como Google u OpenAI que hagan donaciones para seguir siendo sostenible,Tecnologia
"Muere Vince Zampella, cocreador de 'Call of Duty', en un accidente de coche a los 55 años",El Ferrari en el que viajaba en California salió de la carretera y se chocó contra un muro de hormigón,Tecnologia
Spotify sufre un robo masivo de datos que afecta a todo su catálogo,La empresa ha confirmado el hackeo de 86 millones de archivos musicales,Tecnologia
TikTok cede el control de la aplicación en EE.UU. para evitar la prohibición,"Inversores estadounidenses y globales, entre los que se encuentran Oracle, el grupo de capital privado Silver Lake y MGX, con sede en Abu Dabi, poseerán una participación del 80,1%, mientras que ByteDance conservará el 19,9%",Tecnologia
Google se compromete a ser más transparente con los editores españoles y a hacer cambios en el sistema de remuneración,La tecnológica ha alcanzado un acuerdo con la CNMC con el que se da carpetazo a una investigación iniciada en 2023,Tecnologia
Fundación Cibervoluntarios reivindica en la ONU que la tecnología esté al servicio de las personas,"La ONG española, pionera en el voluntariado tecnológico, participa como representante de la sociedad civil en la revisión 20 años después de la Cumbre Mundial sobre la Sociedad de la Información",Tecnologia
Los cinco videojuegos que me pediría esta Navidad,Los hay de todo tipo: desde simpáticos y originales plataformas hasta descarnados 'western' ambientados en el Japón feudal,Tecnologia
Están intentando resucitar Twitter y a Elon Musk no le hace ninguna gracia,X ha presentado una demanda para tratar de evitar que otra empresa lance una nueva red social con el nombre y la marca del pájaro azul,Tecnologia
El móvil que te compres en 2026 te saldrá más caro y será peor por culpa de la IA,"La escasez de memorias RAM afectará de lleno a todos los fabricantes de dispositivos, de acuerdo con los analistas",Tecnologia
Estos serán los grandes retos de la ciberseguridad en 2026: «Un año clave para el equilibrio entre la innovación y el riesgo»,"Las amenazas ya no solo buscan robar información, sino manipular sistemas y generar desinformación a gran escala",Tecnologia
EE.UU. amenaza con sanciones a las grandes tecnológicas europeas,"Washington busca responder a las multas que la UE ha impuesto en los últimos meses a Apple, Google o X",Tecnologia
El truco de Google Maps para saber dónde puedes cargar tu coche eléctrico,Descubre cómo la aplicación de mapas te guía hacia las estaciones de recarga más cercanas para tu vehículo electrificado facilitando tus desplazamientos diarios,Tecnologia
¿Para qué sirve el nuevo botón de '+' que ha aparecido en la barra de búsqueda de Google?,"La opción, que sustituye al icono con forma de lupa, ya está disponible para algunos usuarios",Tecnologia
¿Es este el mando que necesitas para jugar en el móvil tan bien como en la consola?,El Razer Kishi V3 es uno de los mejores mandos para 'smartphone' que hay en el mercado,Tecnologia
La rocambolesca historia del videojuego soviético que se convirtió en el más vendido de la historia: «Era adictivo»,TETRIS,Tecnologia
Ya puedes usar tus AirPods para traducir todo lo que te digan en otro idioma,La esperada función de Apple llega a Europa con la actualización iOS 26.2,Tecnologia
Probamos el Motorola Edge 70: la delgadez extrema ya no exige sacrificios (o casi),"Tras dos semanas de uso intensivo del nuevo terminal de Motorola, queda claro que la era de los móviles ultrafinos ha comenzado. Aunque esta vez con una batería que aguanta perfectamente el ritmo",Tecnologia
"Elon Musk, el hombre más rico del mundo, tiene claro qué trabajos serán reemplazados primero por la IA: «Desaparecerán a la velocidad del rayo»",La inteligencia artificial no amenaza tanto a los trabajos manuales como a los intelectuales,Tecnologia
La revista 'Time' elige a los arquitectos de la IA como personas del año,Cada año el semanario estadounidense elige a una personalidad destacada como la más relevante del año,Tecnologia
La Inteligencia Artificial entra de lleno en los despachos de abogados: 8 de cada 10 letrados la utiliza para preparar sus casos,Nueve de cada diez afirman que la tecnología mejora de manera notable su desempeño profesional,Tecnologia
La UE lanza una investigación contra Google por utilizar noticias sin permiso para entrenar a la IA,Bruselas quiere evaluar si Google infringió las normas de competencia,Tecnologia
Cómo ChatGPT aconsejó a un acosador que se creía «el asesino de Dios»,El usuario afirmaba que el robot de IA era su «terapeuta» y su «mejor amigo»,Tecnologia
"Cloudflare sufre una nueva caída que afecta a LinkedIn, Canva o Claude AI",La red de distribución ya sufrió un problema similar el pasado noviembre,Tecnologia
Cloudflare trabaja para resolver un nuevo fallo en sus servicios que afecta a LinkedIn y Zoom,Cloudflare está trabajando para resolver un nuevo fallo en sus servicios que ha afectado al...,Tecnologia
La IA puede convencerte de a quién votar en las próximas elecciones,Dos estudios demuestran que los chatbots tienen más probabilidades de cambiar el punto de vista de un votante sobre un candidato político que la publicidad electoral,Tecnologia
El PSOE pide a Mark Zuckerberg que comparezca ante el Congreso,"Están citados también el jefe de operaciones (COO) de la compañía, Javier Oliván; y del director de Asuntos Públicos de Meta para España y Portugal, José Luis Zimmermann",Tecnologia
El jefe de IA de Apple deja su cargo en plena carrera con sus competidores,Permanecerá como asesor hasta su jubilación a principios de 2026,Tecnologia
OpenAI entra en 'código rojo' ante la amenaza de Google para ChatGPT,"Sam Altman activa las alarmas internas ante el avance de Gemini 3, que pone en peligro su liderazgo en inteligencia artificial generativa",Tecnologia
Probamos el Realme GT8 Pro Aston Martin: un móvil ideal para los videojuegos,Se trata de uno de los 'smartphones' más completos que la marca ha puesto en el mercado,Tecnologia
"Llega Spotify Wrapped: consulta tus canciones, artistas y podcast más escuchados de 2025",Descubre cómo puedes ver el resumen con la música que más has escuchado este año en el Spotify Wrapped 2025,Tecnologia
Samsung presenta su primer 'smartphone' plegable con tres pantallas,"El dispositivo recibe el nombre de Galaxy Z TriFold, y se podrá adquirir en Corea desde la semana que viene",Tecnologia
El misterio del iPhone: por qué seguimos pagando más por móviles que parecen menos,"A pesar de tener precios superiores y menos especificaciones que los terminales Android, los móviles de Apple siguen dominando la gama alta. Estos son sus secretos",Tecnologia
Probamos el POCO F8 Pro: un 'smartphone' barato que casi alcanza la gama alta,"El terminal llega con el chip más potente en Android, una gran batería y una cámara que cumple con nota",Tecnologia
Tus próximos AirPods podrían leerte la mente,"Investigadores de Apple han desarrollado una tecnología que, gracias a la IA, permitiría leer las señales cerebrales y medir la calidad del sueño",Tecnologia
'House of Cards' en OpenAI: ¿es la IA una burbuja como la de 1929 o las puntocom?,LA BURBUJA DE LA INTELIGENCIA ARTIFICIAL,Tecnologia
Super Mario: los 40 años del Mickey Mouse de los videojuegos,"A pesar del paso del tiempo, el fontanero de Nintendo sigue levantando pasiones y cosechando éxitos",Tecnologia
Esta es la razón por la que cada vez menos gente lee lo que publicas en internet,El dominio de Google y la inteligencia artificial generativa reconfiguran el panorama del tráfico web informativo,Tecnologia
OpenAI culpa a un adolescente que se suicidó después de ser alentado por ChatGPT de haber hecho un «mal uso» de la IA,"La familia de Adam Raine, un joven de 16 años, denunció a la empresa este verano acusando al bot de haberle inducido a quitarse la vida",Tecnologia
Adiós a ChatGPT en WhatsApp: este es el último día que podrás usar la IA en la 'app',El chatbot de OpenAI y Copilot ya han anunciado su salida de la aplicación de mensajería propiedad de Meta,Tecnologia
Probamos el DJI Neo 2: el dron ultracompacto que cualquiera puede utilizar,El dispositivo mejora mucho de que se ofrecía en el modelo original,Tecnologia
Gobierno y Xunta impulsarán la digitalización en el ámbito sanitario,"Los ministerios de Transformación Digital y Sanidad aportarán 9,3 millones extra a la...",Tecnologia
Google niega utilizar los correos electrónicos de los usuarios para entrenar sus modelos de IA,Google ha desmentido algunos informes recientes que aseguran que ha cambiado sus políticas para...,Tecnologia
«Voy a apretar el gatillo»: ChatGPT se convierte en entrenador del suicidio,OpenAI afronta una macrodemanda que acusa a la compañía de lanzar un modelo capaz de manipular a usuarios vulnerables,Tecnologia
«Los niños de ahora vivirán hasta 130 años gracias a la IA»,ASESOR JEFE DE INTELIGENCIA ARTIFICIAL DE LA NASA,Tecnologia
"El 'factor humano', clave en la transformación tecnológica",PREMIOS CIONET VOCENTO 2025,Tecnologia
La IA de Elon Musk afirma que es más atlético que LeBron James y más inteligente que Leonardo da Vinci,"El empresario admite que el sistema Grok, fue manipulado",Tecnologia
La red social X sufre una caída mundial y deja sin servicio a sus usuarios,Los internautas han comenzado a reportar los fallos pasadas las 16.15 horas,Tecnologia
OpenAI lanza los chats grupales en ChatGPT a nivel global,OpenAI ha lanzado oficialmente la nueva función de chats grupales en la aplicación de su...,Tecnologia
Premios CIONET Vocento 2025: los mejores proyectos tecnológicos y líderes digitales del año,"Por quinto año consecutivo, CIONET, la comunidad global de líderes digitales, y Vocento galardonan los mejores proyectos de transformación tecnológica ('Proyectos y Líderes Digitales') puestos en marcha en España",Tecnologia
Más de uno de cada tres españoles ya usan herramientas como ChatGPT,"Los jóvenes con edades entre los 16 y los 24 años son los que más las emplean, según datos del INE",Tecnologia
Descubren una vulnerabilidad en WhatsApp que puso en peligro los datos de 3.500 millones de usuarios,El fallo fue detectado por investigadores y corregido por la 'app' de mensajería,Tecnologia
¿Podrá la DGT espiarte con la baliza V16 obligatoria para multarte?: Protección de Datos responde,A partir del próximo 1 de enero todos los conductores tendrás que llevar un dispositivo de esta clase en su vehículo,Tecnologia
Europa propone cambios en la ley para competir en inteligencia artificial con EE.UU. y China,La Comisión busca impulsar la innovación en IA aligerando las cargas burocráticas que enfrentan las empresas tecnológicas,Tecnologia
¿Cuál es el dispositivo que mejor traduce tus conversaciones en tiempo real?,A PRUEBA:,Tecnologia
Cloudflare asegura que la interrupción de sus servicios fue ocasionada por un fallo interno y descarta los ciberataques,El incidente se produjo este martes y quedó solucionado en unas horas,Tecnologia
Merz y Macron piden a la UE una ofensiva urgente para blindar la autonomía digital: «Europa no quiere ser vasallo digital»,Alemania y Francia ofrecen al Estado una alianza que sirva como «cliente ancla» para reducir la dependencia digital de EE.UU. y China,Tecnologia
Un juez estadounidense dictamina que Meta no tiene un monopolio en las redes sociales,La sentencia supone una importante victoria para la compañía tras una batalla legal de cinco años,Tecnologia
La UE estudia suavizar sus leyes para beneficiar a empresas como OpenAI y Google,La Comisión presentará una propuesta este miércoles con la que pretende simplificar algunos apartados del Reglamento General de Protección de Datos (RGPD),Tecnologia
Bruselas investiga el control de acceso de Amazon y Microsoft a sus servicios en la nube,El objetivo es evaluar si las compañías ejercen de «importantes pasarelas» entre las empresas y los consumidores pese a no alcanzar el umbral mínimo previsto para los 'gatekeepers',Tecnologia
Caída masiva de servicios de internet: X y ChatGPT dejan de funcionar,CloudFlare reporta problemas en sus servidores,Tecnologia
OpenAI está probando los chats grupales en ChatGPT: así funcionan,"Por el momento, la función solo está disponible para unos pocos usuarios",Tecnologia
Presentan al primer robot humanoide ruso y acaba estrellándose y roto,"El dispositivo, llamado Aidol, apenas duró unos segundos en el escenario antes de perder el equilibrio",Tecnologia
"Apple no lanzará el iPhone 18 hasta 2027, según 'Bloomberg'",La empresa utilizaría su próximo evento de septiembre para mostrar exclusivamente los modelos Pro y su primer plegable,Tecnologia
Enfrentamos a los dos mejores 'smartphones' plegables: cuál es el que debes comprar,El Galaxy Z Fold 7 y el Honor Magic V5 son dos de los mejores móviles que puedes encontrar en el mercado,Tecnologia
¿Tienes problemas para diferenciar una cara real de otra hecha con IA? solo necesitas entrenar 5 minutos para solucionarlo,"Solo es necesario conocer los fallos que todavía comete la tecnología para mejorar los resultados, según un reciente estudio",Tecnologia
"Llega OnePlus 15, un 'flagship' con la primera batería de 7.300 miliamperios","El nuevo terminal cuenta con la mayor tasa de refresco del mercado, 165 Hz, aunque la resolución de su pantalla baja a 1,5K",Tecnologia
Open Space abre sus puertas en Madrid para dar soluciones audiovisuales a las empresas,"En plena era digital, las pantallas y el video son los actores principales de la comunicación....",Tecnologia
¿Qué es un VPN?: cómo escoger la mejor para protegerte en internet,La red está llena de opciones gratuitas y de pago. Te explicamos en lo que debes fijarte antes de decantarte por una opción,Tecnologia
Estas son las diez contraseñas más utilizadas en internet: la razón por la que no debes usar ninguna,Todas son muy fáciles de descifrar para los cibercriminales,Tecnologia
Europa estudia hacer sacrificios en privacidad para impulsar la IA,"De acuerdo con 'Politico', la Comisión presentará la semana que viene un plan para flexibilizar el Reglamento General de Protección de Datos",Tecnologia
"Jeff Bezos, sobre el impacto de la IA en el mercado laboral: «Solo hay un trabajo que no podrá substituir»",La inteligencia artificial está llamada a transformar el mercado laboral de una forma que todavía resulta difícil de imaginar,Tecnologia
WhatsApp se prepara para ser compatible con 'apps' como Telegram y Signal,La interoperabilidad entre plataformas de mensajería ya está disponible en la beta de la aplicación de Meta para móviles Android,Tecnologia
Grand Theft Auto VI vuelve a retrasarse: llegará el 19 de noviembre de 2026,Rockstar Games ha anunciado un nuevo retraso en la fecha de lanzamiento para la esperada entrega...,Tecnologia
Rockstar vuelve a retrasar el lanzamiento del 'GTA VI': ya no llegará en mayo,"Si los nuevos planes de la empresa se cumplen, habrá que esperar unos cuantos meses más para jugarlo",Tecnologia
Los padres de las niñas desnudadas con IA: «Destruir su salud mental les ha salido por 1.200 euros»,ANTE LA SENTENCIA HISTÓRICA DE PROTECCIÓN DE DATOS,Tecnologia
Protección de Datos multa con 2.000 euros a uno de los menores de Almendralejo que usó IA para desnudar a sus compañeras,Es la primera vez que una agencia europea sanciona económicamente la difusión de esta clase de contenido,Tecnologia
Crean un 'centinela' para evitar los sesgos en la inteligencia artificial de reconocimiento facial,"El proyecto, publicado en 'Nature', ofrece la primera base de datos humana creada con consentimiento y diversidad global para corregir los prejuicios en mujeres, personas mayores o de raza negra",Tecnologia
Dinamarca frena el escaneo obligatorio de los chats de WhatsApp y Telegram en la UE,Este miércoles el Consejo Europeo debatirá sobre el futuro de la propuesta de ley conocida popularmente como Chat Control,Tecnologia
"Rapidez, transformación, liderazgo, ética y formación, claves de la IA agéntica en empresas",Directivos empresariales especializados en nuevas tecnologías han coincidido este martes en que...,Tecnologia
"China exigirá títulos oficiales a los influencers que hablen de salud, derecho o finanzas",La nueva normativa obligará a los creadores a acreditar su formación profesional antes de tratar determinados temas,Tecnologia
La inteligencia artificial falla al distinguir lo que creemos de lo que es cierto,"Un reciente estudio publicado en 'Nature' sostiene que este problema puede generar diagnósticos médicos erróneos, malinterpretaciones legales y desinformación",Tecnologia
El primer robot amo de casa parece un muñeco y no sabe hacer nada solo,"El humanoide Neo llegará a los hogares en 2026, pero con una autonomía prácticamente nula: solo sabe abrir la puerta, buscar objetos y apagar las luces",Tecnologia
La 'app' favorita de Rosalía para hablar con sus amigos que funciona como un 'walkie-talkie',La herramienta está disponible para iPhone y Android y suele ser empleada con fines laborales,Tecnologia
El director general de IndraMind dice que ciberresiliencia protege nuestras redes de sistemas,"El director general de IndraMind, Ignacio Martínez, ha dicho que la ciberresiliencia implica la...",Tecnologia
WhatsApp habilita las copias de seguridad cifradas con claves de acceso,"Los usuarios podrán utilizar su huella dactilar, rostro o un código de bloqueo de pantalla para añadir otra capa de seguridad a sus comunicaciones",Tecnologia
Cinco videojuegos de terror ideales para Halloween,"Los hay de todo tipo, desde plataformas con tintes grotescos hasta aventuras coloristas en un hotel embrujado",Tecnologia
La ministra albanesa creada por IA declara estar «embarazada de 83 hijos»,"El primer ministro del país, el socialista Edi Rama, la ha bautizado como Diella y se dedica a gestionar contrataciones públicas y a evitar la corrupción",Tecnologia
De Kobe Bryant a la Switch: la Grokipedia de Elon Musk copia entradas enteras de la Wikipedia,La nueva página de consultas de xAI ha tenido cuidado a la hora de evitar adaptar los resultados de figuras políticas de su competencia,Tecnologia
"España, el tercer país con más tarjetas de crédito robadas y a la venta en la 'dark web'","De acuerdo con un estudio de NordVPN, también son las que están alcanzando precios más elevados de toda Europa",Tecnologia
No caigas en la trampa: así están intentando robarte el dinero con un falso SMS del Ministerio de Sanidad,Incibe alerta sobre una nueva campaña de estafas en la que los delincuentes intentan preocupar a los usuarios afirmando que deben renovar sus tarjetas sanitarias,Tecnologia
Eureka J15 Max Ultra vs Roborock Q Revo Curv 2 Pro: ¿cuál es el mejor robot aspirador?,"Comparamos dos de las opciones más avanzadas dentro de este tipo de dispositivos, que llevan un par de años avanzando a pasos agigantados",Tecnologia
"La Guardia Civil avisa de una nueva estafa a través de Facebook, Instagram y TikTok","Según detallan, durante la fase inicial los delincuentes incluso llegan a realizar pequeños pagos a la víctima",Tecnologia
Más de un millón de personas cada semana muestran intención de suicidarse cuando hablan con ChatGPT,OpenAI afirma que ha mejorado la capacidad de su robot a la hora de «reconocer y apoyar mejor a las personas en momentos de angustia»,Tecnologia
Musk lanza Grokipedia para competir contra la mayor enciclopedia online,"Según el magnate sudafricano, Wikipedia tiene sesgo ideológico y por ello crea esta nueva página web para alcanzar «la verdad»",Tecnologia
Compramos píxeles que no podemos ver: ¿merece la pena tu televisor de alta definición?,"Un nuevo estudio revela la existencia de un umbral para lo que el ojo humano es capaz de percibir. Un 'muro' a partir del cual, por mucha resolución que ofrezca una pantalla, la información visual se pierde irremediablemente",Tecnologia
Meta y TikTok aplicarán la ley australiana que veta redes sociales a menores de 16 años,"Entrará en vigor el 10 de diciembre, aunque algunos actores del sector han expresado sus dudas al ser una de las leyes más severas en esta materia",Tecnologia
X acaba con el dominio de Twitter: haz esto si no quieres que tu cuenta sea bloqueada,La red social ha anunciado que los usuarios que utilicen llaves de acceso como medida de seguridad tendrán que hacer un rápido ajuste antes del 10 de noviembre,Tecnologia
«Una automatización defectuosa» provocó la caída mundial de la nube de Amazon que colapsó bancos y redes sociales,La compañía ha explicado en un extenso comunicado los motivos de la incidencia que afecto a 2.000 empresas el pasado lunes,Tecnologia
"ChatGPT ya te deja crear texto, fotos y vídeos: lo siguiente va a ser hacer música por ti",La novedad funcionará a través de indicaciones de texto o audio,Tecnologia
"Jugamos a 'Leyendas Pokémon Z-A': una evolución sin precedentes, reservada a los fans más fieles","Game Freak da un giro de 180 grados a la jugabilidad de la saga con un título que es adictivo y desafiante, pero que se siente 'café para cafeteros' y no una puerta de entrada para todos los públicos como nos tiene acostumbrados",Tecnologia
Probamos el LG Gram 2025: la evolución ultraligera del mejor notebook del mercado,"El nuevo portátil de LG da un salto generacional con un mejor procesador, funciones de IA y un diseño que sigue marcando la diferencia en ligereza y rendimiento",Tecnologia
¿Copias? ¿Proteges a los niños? Las preguntas del examen que mide la toxicidad de los 'influencers',"El test, desarrollado por la Universidad de Navarra, también evalúa el bienestar emocional del creador de contenido",Tecnologia
Mejores herramientas de email marketing en 2025 que debes conocer,CONTENIDO EXTERNO,Tecnologia
OpenAI ya compite con Google y TikTok: ahora se prepara para enfrentarse a Amazon y Apple,La empresa de IA lleva todo el mes anunciando nuevos productos: desde una red social hasta un navegador,Tecnologia
Amazon presenta unas gafas inteligentes para los repartidores,"Se trata de un asistente que les acompaña desde que llegan a un punto de entrega hasta que regresan a la furgoneta, que les guía para entregar el paquete en el punto exacto donde se ha solicitado",Tecnologia
ChatGPT responde mejor a tus preguntas cuando eres grosero con él,"De acuerdo con un estudio, cuanto más educado eres con la herramienta de IA peores son los resultados que ofrece",Tecnologia
"Premios Nobel, políticos y celebridades piden en una carta parar la creación de la IA superhumana",Entre los firmantes figura el príncipe Harry de Inglaterra o los científicos Geoffrey Hinton y Yoshua Bengio,Tecnologia
PlayStation 6 y la nueva Xbox se acercan: así se espera que sean las consolas del futuro,"En principio, las máquinas deberían llegar a las tiendas entre finales de 2027 e inicios de 2028",Tecnologia
Chat GPT lanza el navegador «Atlas» para competir con Google,"Este navegador ofrece la posibilidad de dejar que el asistente de IA se encargue de la navegación, controle el cursor y realice acciones concretas como reservar un vuelo, rellenar un formulario o editar un documento",Tecnologia
Una menor demanda a la IA que sus compañeros de clase usaron para 'desnudarla' sin permiso,"La adolescente ha sufrido ansiedad, pérdida de apetito, insomnio y aislamiento social, entre otros problemas",Tecnologia
Elon Musk encuentra otra forma de hacer negocio con X: ha comenzado a vender los nombres de usuarios antiguos,Solo estarán a disposición de los que paguen una suscripción en la red social,Tecnologia
La caída de Amazon demuestra que internet está en manos de tres empresas estadounidenses,"AWS, Microsoft y Google controlan el 60% del mercado en la nube global",Tecnologia
Una caída mundial de la nube de Amazon provoca fallos en múltiples plataformas,"La incidencia en los servidores impide el acceso a páginas web, redes sociales e incluso videojuegos",Tecnologia
AWS confirma que se ha recuperado el servicio tras la interrupción global,"Amazon Web Services (AWS) ha dado por resuelta la interrupción en sus servicios, que ha...",Tecnologia
De 'Fortnite' a Alexa o Banco Santander: todos los servicios que están sufriendo problemas por la caída de Amazon,Amazon Web Services ha comenzado a dar problemas esta mañana en torno a las 9.00 horas en España,Tecnologia
La generación alfa crece con los ojos en YouTube y charlando con ChatGPT,"Los hijos de los milenials son los primeros niños completamente digitales, están acostumbrados a la inmediatez y manejan los dispositivos tan bien como sus padres, que todavía guardan sus viejas PlayStation 3 como oro en paño",Tecnologia
La IA convierte a Jesucristo en un 'coach' virtual por 6 euros,La inteligencia artificial ya ha entrado en el terreno de la fe. Decenas de miles de creyentes charlan con versiones virtuales que suplantan a personajes bíblicos. Los expertos alertan de riesgos y falta de ética,Tecnologia
Meta anuncia el cierre de la aplicación de Messenger para ordenador,Las comunicaciones a través del servicio de mensajería se realizarán directamente desde Facebook,Tecnologia
La Inteligencia Artificial encuentra un filón en el sexo y la pornografía,ChatGPT anuncia que a partir de diciembre se podrán mantener conversaciones eróticas con los usuarios adultos,Tecnologia
El Parlamento Europeo pide prohibir a los menores de 13 años el acceso a redes sociales,"El PP insta a la Comisión Europea a tomar medidas ya, pues la autorregulación por parte de las empresas no está funcionando y urgen medidas para que la protección de los menores en las plataformas sea real",Tecnologia
El Google Pixel Watch 4: el reloj más equilibrado de Google hasta la fecha,"Diseño refinado, IA integrada y gran salto técnico, pero la autonomía aún se queda corta frente a sus rivales",Tecnologia
"Muere a los 58 años Tomonobu Itagaki, padre del 'Dead or Alive' o del 'Ninja Gaiden'","En su última publicación en Facebook, pide perdón a sus fans por «no haber podido entregar un nuevo trabajo. Lo siento. Así son las cosas»",Tecnologia
Probamos el iPhone 17 Pro Max: una 'revolución silenciosa' más allá de la potencia,La nueva cámara de vapor y un sistema de vídeo profesional marcan la diferencia con sus principales competidores,Tecnologia
Instagram usará el filtro por edades del cine para evitar que los menores vean contenido inadecuado,Los jóvenes tampoco podrán seguir cuentas que compartan regularmente contenido inapropiado para su edad o cuyo nombre o biografía sugieran que no son adecuadas para ellos,Tecnologia
Inaugurado en San Sebastián el primer IBM System Two operativo en Europa y tercero en el mundo,El Gobierno Vasco e IBM han inaugurado este martes el primer superordenador cuántico de IMB...,Tecnologia
Apple se prepara para anunciar su primer iPhone plegable: así se espera que sea,"La empresa de la manzana quiere poner en el mercado un móvil resistente, ligero y sin problemas de calentamiento",Tecnologia
Probamos los Pixel Buds 2a: los primeros auriculares realmente 'inteligentes' de Google,Incorporan funciones de traducción de audio y una cancelación de ruido aceptable en espacios ruidosos,Tecnologia
Dinamarca propone prohibir las redes sociales a los menores de 15 años,"El gobierno danés respalda la propuesta de aumentar la edad mínima de acceso, argumentando que «están arrebatando la infancia a nuestros niños»",Tecnologia
Alertan sobre la nueva estafa 'Vota por mi hijo': así la están utilizando para robarte,"Ya se han detectado casos en España, entre otros países",Tecnologia
Jugamos a 'Battlefield 6': el regreso a la guerra total que la saga pedía a gritos,"EA firma un título que vuelve a sus raíces. La experiencia multijugador brilla por su magnitud y caos destructivo, aunque la campaña no alcanza el mismo nivel",Tecnologia
"Google lanza Gemini Enterprise, su propuesta de creación de agentes de IA",La compañía integra sus modelos generativos y datos corporativos en una sola plataforma para que cualquier trabajador pueda diseñar asistentes adaptados a su labor diaria,Tecnologia
"Si la IA tiene que decidir a quién contrata, elegirá a un hombre maduro antes que a una mujer",Un estudio revela que internet retrata a las profesionales femeninas como más jóvenes y con menos experiencia que a sus colegas masculinos,Tecnologia
El Modo IA de Google llega a España: así va a cambiar la forma en la que buscas información en internet,La funcionalidad permite al usuario realizar consultas al estilo de ChatGPT desde el propio buscador,Tecnologia
Qualcomm compra Arduino para llevar la inteligencia artificial local a millones de desarrolladores,"La alianza entre el mayor referente del hardware libre y el gigante del procesamiento móvil promete acercar la IA a estudiantes, creadores e ingenieros de todo el mundo",Tecnologia
La salida de Tim Cook como jefe de Apple se acerca: ¿quién será su sucesor?,"La empresa ya tiene a su favorito, según 'Bloomberg'",Tecnologia
ChatGPT se vuelve compatible con 'apps' como Spotify y Booking: así funciona,"La novedad está disponible en todo el mundo menos en la UE, a donde llegará próximamente",Tecnologia
Francia investiga a Apple por el uso de datos de sus usuarios para entrenar a Siri,Un exempleado acusa a la firma de la manzana de espiar las conversaciones que los dueños del iPhone mantienen con el asistente,Tecnologia
Dentro de poco podrás jugar a Xbox de forma gratuita,La novedad está siendo testada por Microsoft y se espera que esté disponible pronto,Tecnologia
TikTok está dirigiendo a los niños hacia vídeos pornográficos aun con el modo restringido,"De acuerdo con una investigación, la 'app' sugiere contenido explícito a menores prácticamente desde el momento que acceden a sus servicios",Tecnologia
"Probamos el Aqua10 Ultra: el robot que sube escaleras, aspira, friega y se limpia solo","El nuevo dispositivo de Dreame es uno de los más competentes que se pueden encontrar en el mercado, pero su precio hará que muchos se lo piensen dos veces (o tres) antes de adquirirlo",Tecnologia
